ensembl_gene_id	external_gene_name	mouse_PC1
ENSMUSG00000031757	Mt4	1.60776571497686
ENSMUSG00000031758	Cdyl2	-3.42248761480437
ENSMUSG00000031760	Mt3	3.85157402739493
ENSMUSG00000031762	Mt2	-0.220454385514269
ENSMUSG00000031765	Mt1	0.443789282026708
ENSMUSG00000031766	Slc12a3	0.89662263900326
ENSMUSG00000031767	Nudt7	-1.41809695960258
ENSMUSG00000031770	Herpud1	-6.51153510766307
ENSMUSG00000031772	Cntnap4	2.59881071488433
ENSMUSG00000031774	Psme3ip1	-1.54242693796701
ENSMUSG00000031775	Pllp	-4.29435984840601
ENSMUSG00000031776	Arl2bp	0.312999714712667
ENSMUSG00000031778	Cx3cl1	-0.208153692178268
ENSMUSG00000031780	Ccl17	3.49800629818632
ENSMUSG00000031781	Ciapin1	2.12262893163338
ENSMUSG00000031782	Coq9	0.287683833709086
ENSMUSG00000031783	Polr2c	1.13633044851689
ENSMUSG00000031785	Adgrg1	-1.28358848926987
ENSMUSG00000031787	Katnb1	0.640618509176379
ENSMUSG00000031788	Kifc3	-1.85880423204693
ENSMUSG00000031790	Mmp15	0.890276473934914
ENSMUSG00000031791	Tmem38a	3.43884385488304
ENSMUSG00000031792	Usb1	1.06910139083318
ENSMUSG00000031796	Cfap20	-0.634767672047276
ENSMUSG00000031799	Tpm4	4.30744823131518
ENSMUSG00000031802	Phxr4	0.882292999517627
ENSMUSG00000031803	B3gnt3	1.21349833447867
ENSMUSG00000031805	Jak3	5.05174837200246
ENSMUSG00000031807	Pgls	4.41169723570502
ENSMUSG00000031808	Slc27a1	2.50399804594976
ENSMUSG00000031809	1700018B08Rik	-4.53727938131698
ENSMUSG00000031812	Map1lc3b	3.82594530109814
ENSMUSG00000031813	Mvb12a	3.32742547667367
ENSMUSG00000031816	Mthfsd	3.39171347332964
ENSMUSG00000031818	Cox4i1	6.64257307168885
ENSMUSG00000031819	Emc8	2.4864873897161
ENSMUSG00000031820	Babam1	4.57234673657726
ENSMUSG00000031821	Gins2	1.94891839497144
ENSMUSG00000031822	Gse1	-6.9010322008294
ENSMUSG00000031823	Zdhhc7	-2.76515853319598
ENSMUSG00000031824	6430548M08Rik	-0.484042704862118
ENSMUSG00000031825	Crispld2	-2.89403608595382
ENSMUSG00000031826	Usp10	-4.19365358432083
ENSMUSG00000031827	Cotl1	4.88930764969563
ENSMUSG00000031828	Klhl36	-3.10513677822133
ENSMUSG00000031832	Taf1c	-4.33600468773734
ENSMUSG00000031833	Mast3	-2.59707352548472
ENSMUSG00000031834	Pik3r2	0.603017033241557
ENSMUSG00000031835	Mbtps1	1.37217719380555
ENSMUSG00000031838	Ifi30	2.32660386964496
ENSMUSG00000031839	Hsbp1	6.00549152043822
ENSMUSG00000031840	Rab3a	-2.95461055688366
ENSMUSG00000031841	Cdh13	3.52452449281185
ENSMUSG00000031843	Mphosph6	-5.58644125670069
ENSMUSG00000031844	Hsd17b2	3.04008325173597
ENSMUSG00000031847	1700030J22Rik	-4.16992254090461
ENSMUSG00000031848	Lsm4	5.78616053165743
ENSMUSG00000031849	Comp	-0.205386218176934
ENSMUSG00000031851	Ntpcr	3.45034634744278
ENSMUSG00000031858	Mau2	-1.57151003255658
ENSMUSG00000031860	Pbx4	5.91241643439623
ENSMUSG00000031861	Lpar2	-4.00581757857848
ENSMUSG00000031862	Atp13a1	-0.063967526541364
ENSMUSG00000031864	Ints10	1.3740338011324
ENSMUSG00000031865	Dctn1	5.74891777309464
ENSMUSG00000031875	Cmtm3	1.48806339073608
ENSMUSG00000031878	Nae1	1.17516040512101
ENSMUSG00000031879	Ciao2b	2.77603052676896
ENSMUSG00000031880	Rrad	-2.20758156240602
ENSMUSG00000031881	Cdh16	3.99837036106999
ENSMUSG00000031883	Car7	2.69917054411765
ENSMUSG00000031885	Cbfb	-0.683730443881013
ENSMUSG00000031887	Tradd	-0.225911965667381
ENSMUSG00000031889	D230025D16Rik	-4.69392232421196
ENSMUSG00000031891	Hsd11b2	3.95745751997951
ENSMUSG00000031893	Tsnaxip1	2.18755254528559
ENSMUSG00000031896	Ctrl	4.66089428890702
ENSMUSG00000031897	Psmb10	5.65293727801066
ENSMUSG00000031898	Dpep3	-2.28494844905402
ENSMUSG00000031901	Dus2	0.739478369223714
ENSMUSG00000031902	Nfatc3	-2.69999418804028
ENSMUSG00000031903	Pla2g15	-3.87343016505414
ENSMUSG00000031904	Slc7a6	-0.245838154390816
ENSMUSG00000031906	Smpd3	-1.63421947710912
ENSMUSG00000031907	Zfp90	-5.50506469150701
ENSMUSG00000031910	Has3	-6.31092990954482
ENSMUSG00000031913	Vps4a	0.0297010339486122
ENSMUSG00000031916	Cog8	-2.75131475558552
ENSMUSG00000031917	Nip7	-2.25700560700283
ENSMUSG00000031918	Mtmr2	1.11447125783417
ENSMUSG00000031919	Tmed6	3.73969299824918
ENSMUSG00000031921	Terf2	-5.08564526978571
ENSMUSG00000031922	Cep57	-4.28809742716882
ENSMUSG00000031924	Cyb5b	4.53455171092922
ENSMUSG00000031925	Maml2	-6.97102078364957
ENSMUSG00000031928	Mre11a	0.919545170299611
ENSMUSG00000031930	Wwp2	0.681969413098401
ENSMUSG00000031931	Ankrd49	-7.38679185593879
ENSMUSG00000031932	Gpr83	-0.343310106395497
ENSMUSG00000031934	Panx1	-5.63870358501087
ENSMUSG00000031935	Med17	-4.58820956138454
ENSMUSG00000031938	4931406C07Rik	5.99418304596555
ENSMUSG00000031939	Taf1d	-4.17293968796687
ENSMUSG00000031948	Kars	5.82183105929413
ENSMUSG00000031949	Adat1	-2.17711431316163
ENSMUSG00000031950	Gabarapl2	5.17274579106603
ENSMUSG00000031951	Tmem231	0.383849882599016
ENSMUSG00000031952	Chst5	-0.400975230453506
ENSMUSG00000031953	Tmem170	-1.8789473918186
ENSMUSG00000031954	Cfdp1	3.62183414277093
ENSMUSG00000031955	Bcar1	-7.24743880784332
ENSMUSG00000031958	Ldhd	4.68373468000963
ENSMUSG00000031959	Wdr59	-0.479530974556884
ENSMUSG00000031960	Aars	2.04203608808555
ENSMUSG00000031962	Cdh15	-1.68908980652927
ENSMUSG00000031963	Bmper	0.380904289167244
ENSMUSG00000031965	Tbx20	-3.44302378844861
ENSMUSG00000031966	Glb1l3	4.32310689186269
ENSMUSG00000031967	Afg3l1	3.75942007092671
ENSMUSG00000031969	Acad8	2.65263428142215
ENSMUSG00000031970	Dbndd1	-1.96979448444871
ENSMUSG00000031971	Ccsap	-5.59156197900889
ENSMUSG00000031972	Acta1	0.467157441714044
ENSMUSG00000031974	Abcb10	2.931456994312
ENSMUSG00000031976	Urb2	-4.98990993122393
ENSMUSG00000031979	Cog2	-0.918596879712899
ENSMUSG00000031980	Agt	-3.20008746319513
ENSMUSG00000031981	Capn9	3.54296230495667
ENSMUSG00000031982	Arv1	-4.73012551351136
ENSMUSG00000031983	2310022B05Rik	1.98127502934403
ENSMUSG00000031984	2810004N23Rik	-0.282963465785691
ENSMUSG00000031985	Gnpat	3.59832920983592
ENSMUSG00000031986	Sprtn	-6.69068816594011
ENSMUSG00000031987	Egln1	0.898648749721236
ENSMUSG00000031988	Vps26b	0.638636397645678
ENSMUSG00000031990	Jam3	3.47170006348337
ENSMUSG00000031993	Snx19	-0.458199005386159
ENSMUSG00000031994	Adamts8	-2.17547712295995
ENSMUSG00000031995	St14	2.92362624165284
ENSMUSG00000031996	Aplp2	7.95375217728835
ENSMUSG00000031997	Trpc6	4.53144713907393
ENSMUSG00000032000	Birc3	-4.97732872944091
ENSMUSG00000032002	Dcun1d5	1.25365281961233
ENSMUSG00000032006	Pdgfd	0.264943721492433
ENSMUSG00000032009	Sesn3	1.76211069749385
ENSMUSG00000032010	Usp2	-4.61862562955719
ENSMUSG00000032011	Thy1	4.62090190203339
ENSMUSG00000032012	Nectin1	-3.00840010278131
ENSMUSG00000032013	Trim29	-0.329512908106051
ENSMUSG00000032014	Oaf	-2.93561428084124
ENSMUSG00000032015	Pou2f3	-2.55943060040622
ENSMUSG00000032017	Grik4	1.48904733484388
ENSMUSG00000032018	Sc5d	-0.996447559800145
ENSMUSG00000032020	Ubash3b	-0.407377798339533
ENSMUSG00000032021	Crtam	0.330805606481416
ENSMUSG00000032024	Clmp	2.76256012498589
ENSMUSG00000032026	Rexo2	4.75117770838672
ENSMUSG00000032030	Cul5	-1.10822323704346
ENSMUSG00000032035	Ets1	-4.38560798915933
ENSMUSG00000032036	Kirrel3	1.15693047785515
ENSMUSG00000032038	St3gal4	-2.17132279596539
ENSMUSG00000032040	Dcps	3.4491321843755
ENSMUSG00000032041	Tirap	-2.77138742157147
ENSMUSG00000032042	Srpr	0.957163788615776
ENSMUSG00000032044	Rpusd4	-4.34663696817799
ENSMUSG00000032046	Abhd12	4.43016381352978
ENSMUSG00000032047	Acat1	7.64337595392788
ENSMUSG00000032050	Rdx	2.05660871855106
ENSMUSG00000032051	Fdx1	0.399893272648905
ENSMUSG00000032058	Ppp2r1b	0.596563966450104
ENSMUSG00000032059	Alg9	3.40176465162526
ENSMUSG00000032060	Cryab	6.90749390094754
ENSMUSG00000032062	2310030G06Rik	-4.82199869475221
ENSMUSG00000032064	Dixdc1	-1.5044490052526
ENSMUSG00000032067	Pts	5.53191989540973
ENSMUSG00000032068	Plet1	-0.581738693934419
ENSMUSG00000032076	Cadm1	1.74778121502986
ENSMUSG00000032077	Bud13	-5.54882232363934
ENSMUSG00000032078	Zpr1	-0.701983447430315
ENSMUSG00000032080	Apoa4	6.06594101038359
ENSMUSG00000032085	Tagln	1.51976990126501
ENSMUSG00000032086	Bace1	-0.736078785248347
ENSMUSG00000032087	Dscaml1	-1.96289542499382
ENSMUSG00000032089	Il10ra	-3.04324569466244
ENSMUSG00000032091	Tmprss4	4.17018567373806
ENSMUSG00000032092	Mpzl2	-2.34370582688052
ENSMUSG00000032094	Cd3d	0.0931113376389195
ENSMUSG00000032096	Arcn1	1.03357708298407
ENSMUSG00000032097	Ddx6	-2.32510148703077
ENSMUSG00000032101	Ddx25	-3.52357851499572
ENSMUSG00000032103	Pus3	-5.41999521684197
ENSMUSG00000032105	Pdzd3	-1.70084107677146
ENSMUSG00000032112	Trappc4	0.509398263630058
ENSMUSG00000032113	Chek1	-1.44353033579298
ENSMUSG00000032114	Slc37a4	-0.219176724021541
ENSMUSG00000032115	Hyou1	5.21944327646833
ENSMUSG00000032116	Stt3a	5.32920047145535
ENSMUSG00000032118	Fez1	2.53952321975676
ENSMUSG00000032119	Hinfp	-4.5059385588135
ENSMUSG00000032120	C2cd2l	-2.64609949209482
ENSMUSG00000032121	Tmem218	2.65203853428414
ENSMUSG00000032122	Slc37a2	2.4884502043797
ENSMUSG00000032123	Dpagt1	2.3628532078837
ENSMUSG00000032125	Robo4	-3.59819870853934
ENSMUSG00000032126	Hmbs	4.02515625245948
ENSMUSG00000032127	Vps11	0.672799799752902
ENSMUSG00000032128	Robo3	2.18353124662893
ENSMUSG00000032131	Abcg4	-1.0707560907301
ENSMUSG00000032135	Mcam	0.576002801561544
ENSMUSG00000032171	Pin1	3.451566150784
ENSMUSG00000032174	Icam5	3.37951423481605
ENSMUSG00000032175	Tyk2	2.38341480831961
ENSMUSG00000032177	Pde4a	-1.58749962877196
ENSMUSG00000032178	Ilf3	1.37525596663363
ENSMUSG00000032180	Tmed1	2.10743892985456
ENSMUSG00000032181	Scg3	2.17426396048771
ENSMUSG00000032182	Yipf2	4.19836051866009
ENSMUSG00000032184	Lysmd2	-1.72387312463202
ENSMUSG00000032185	Carm1	3.15161386451501
ENSMUSG00000032186	Tmod2	5.07862360661035
ENSMUSG00000032187	Smarca4	3.18752410154625
ENSMUSG00000032191	Bcl2l10	1.2786383395881
ENSMUSG00000032192	Gnb5	-0.389466791950338
ENSMUSG00000032193	Ldlr	-7.2028981755186
ENSMUSG00000032194	Kank2	-0.600830558619503
ENSMUSG00000032198	Dock6	3.72744241403163
ENSMUSG00000032199	Polr2m	0.49558247585289
ENSMUSG00000032202	Rab27a	0.58279379157331
ENSMUSG00000032204	Aqp9	1.72817653901152
ENSMUSG00000032207	Lipc	0.129512026528484
ENSMUSG00000032212	Sltm	-0.547843062238513
ENSMUSG00000032215	Rsl24d1	-1.13897777849881
ENSMUSG00000032216	Nedd4	7.24446379040272
ENSMUSG00000032217	Rnf111	-6.29783747972556
ENSMUSG00000032218	Ccnb2	3.52466998126219
ENSMUSG00000032220	Myo1e	-2.15083077028732
ENSMUSG00000032221	Mns1	0.469343413369748
ENSMUSG00000032226	Gcnt3	-3.223552036524
ENSMUSG00000032228	Tcf12	-0.843790518439469
ENSMUSG00000032231	Anxa2	5.96590070950016
ENSMUSG00000032232	Cgnl1	0.393243272111871
ENSMUSG00000032235	Ice2	-1.33102927406291
ENSMUSG00000032238	Rora	-2.98955601537319
ENSMUSG00000032239	Rp9	-0.643422688473643
ENSMUSG00000032243	Itga11	4.04836442668565
ENSMUSG00000032244	Fem1b	-7.26554863762718
ENSMUSG00000032245	Cln6	3.94557840374009
ENSMUSG00000032246	Calml4	6.11788536275267
ENSMUSG00000032249	Anp32a	4.24364754015411
ENSMUSG00000032251	Irak1bp1	-1.06025651137253
ENSMUSG00000032252	Glce	-4.08236683076379
ENSMUSG00000032253	Phip	-4.46029184592023
ENSMUSG00000032254	Kif23	-0.17474123670894
ENSMUSG00000032258	Lca5	-4.54942418733783
ENSMUSG00000032261	Sh3bgrl2	0.974838330119177
ENSMUSG00000032262	Elovl4	-2.02001368813725
ENSMUSG00000032263	Bckdhb	7.0631024807915
ENSMUSG00000032264	Zw10	-0.126137743024187
ENSMUSG00000032267	Usp28	-2.232161342786
ENSMUSG00000032268	Tmprss5	-0.19464424981343
ENSMUSG00000032269	Htr3a	5.11121078186768
ENSMUSG00000032271	Nnmt	2.6593514064313
ENSMUSG00000032278	Paqr5	-1.10838781436574
ENSMUSG00000032279	Idh3a	3.05044702910531
ENSMUSG00000032280	Tle3	-4.22429335805673
ENSMUSG00000032281	Acsbg1	-2.46793722639078
ENSMUSG00000032285	Dnaja4	-1.85062007963676
ENSMUSG00000032288	Imp3	-3.94489617271848
ENSMUSG00000032290	Ptpn9	-0.272643002373297
ENSMUSG00000032291	Crabp1	7.66847657441833
ENSMUSG00000032293	Ireb2	-3.53367600409605
ENSMUSG00000032294	Pkm	7.79551184553809
ENSMUSG00000032295	Man2c1	4.98742831152406
ENSMUSG00000032298	Neil1	1.01854051609425
ENSMUSG00000032299	Commd4	4.30207365250626
ENSMUSG00000032300	1700017B05Rik	-9.29801946117464
ENSMUSG00000032301	Psma4	4.07315584091328
ENSMUSG00000032305	Fam219b	-0.863117086558246
ENSMUSG00000032306	Mpi	3.33501568855815
ENSMUSG00000032307	Ube2q2	0.532303394138543
ENSMUSG00000032308	Ulk3	0.172562941626961
ENSMUSG00000032309	Fbxo22	-1.46423272280392
ENSMUSG00000032310	Cyp1a2	1.41434417876753
ENSMUSG00000032311	Nrg4	-1.77578930065372
ENSMUSG00000032312	Csk	-0.90329539101275
ENSMUSG00000032314	Etfa	6.06072827896711
ENSMUSG00000032315	Cyp1a1	0.812546727959131
ENSMUSG00000032316	Clk3	-5.57340827287098
ENSMUSG00000032318	Isl2	-3.40480821064816
ENSMUSG00000032320	Rcn2	4.40545691866605
ENSMUSG00000032322	Pstpip1	-2.03240669228215
ENSMUSG00000032323	Cyp11a1	2.57126795461097
ENSMUSG00000032324	Tspan3	5.28935839890445
ENSMUSG00000032327	Stra6	5.22680399262742
ENSMUSG00000032328	Tmem30a	3.2346054845022
ENSMUSG00000032329	Hmg20a	-2.09854346898367
ENSMUSG00000032330	Cox7a2	8.34574042133461
ENSMUSG00000032332	Col12a1	3.94120759741629
ENSMUSG00000032333	Stoml1	2.79291381178772
ENSMUSG00000032334	Loxl1	3.08373413321838
ENSMUSG00000032336	Nptn	2.63685718929505
ENSMUSG00000032338	Hcn4	-0.0727958152626581
ENSMUSG00000032340	Neo1	2.15250570055785
ENSMUSG00000032342	Mto1	-0.482032604553069
ENSMUSG00000032344	Cgas	-6.90316370185283
ENSMUSG00000032346	Ooep	4.2775659454917
ENSMUSG00000032348	Gsta4	5.68088747919741
ENSMUSG00000032349	Elovl5	1.44984268322372
ENSMUSG00000032350	Gclc	-4.86898191174262
ENSMUSG00000032352	Lrrc1	-1.29122764037807
ENSMUSG00000032353	Tmed3	5.44762248508152
ENSMUSG00000032356	Rasgrf1	3.34397880440056
ENSMUSG00000032359	Ctsh	2.27343656377662
ENSMUSG00000032363	Adamts7	1.58793960288206
ENSMUSG00000032366	Tpm1	3.24602016842551
ENSMUSG00000032368	Zic1	-3.00540493660147
ENSMUSG00000032369	Plscr1	-1.68924566177526
ENSMUSG00000032370	Lactb	-0.943852869889947
ENSMUSG00000032372	Plscr2	1.03982324091199
ENSMUSG00000032373	Car12	2.7492035947378
ENSMUSG00000032374	Plod2	1.72884291802742
ENSMUSG00000032375	Aph1b	-0.308541544974499
ENSMUSG00000032376	Usp3	-4.22377834141765
ENSMUSG00000032377	Plscr4	5.07021110433022
ENSMUSG00000032380	Dapk2	4.44343023541276
ENSMUSG00000032381	Ciao2a	3.24929127612939
ENSMUSG00000032382	Snx1	2.53242911351938
ENSMUSG00000032383	Ppib	6.63999745600715
ENSMUSG00000032384	Csnk1g1	-3.80367241627022
ENSMUSG00000032386	Trip4	0.23292106686508
ENSMUSG00000032387	Rbpms2	1.29088800190661
ENSMUSG00000032388	Spg21	3.73089409787883
ENSMUSG00000032392	Parp16	-3.08947317825772
ENSMUSG00000032393	Dpp8	3.83317264912825
ENSMUSG00000032394	Igdcc3	0.534410907098407
ENSMUSG00000032396	Dis3l	-0.43945288377885
ENSMUSG00000032397	Tipin	-0.290888803453994
ENSMUSG00000032398	Snapc5	2.7884209625359
ENSMUSG00000032399	Rpl4	6.59946583815306
ENSMUSG00000032400	Zwilch	1.16516548101926
ENSMUSG00000032401	Lctl	-1.83609088643873
ENSMUSG00000032402	Smad3	-6.13396917768425
ENSMUSG00000032403	2300009A05Rik	-2.23091129571148
ENSMUSG00000032405	Pias1	-5.97061715017881
ENSMUSG00000032407	U2surp	0.258916856074698
ENSMUSG00000032409	Atr	-0.19699795218024
ENSMUSG00000032410	Xrn1	-1.77484088506535
ENSMUSG00000032411	Tfdp2	0.241193147090331
ENSMUSG00000032412	Atp1b3	0.994088103007138
ENSMUSG00000032413	Rasa2	-4.70980830422966
ENSMUSG00000032415	Ube2cbp	-1.77072946423628
ENSMUSG00000032417	Rwdd2a	-4.80511826806772
ENSMUSG00000032418	Me1	4.55488786238739
ENSMUSG00000032419	Tbx18	-5.67573893248725
ENSMUSG00000032420	Nt5e	3.29802562479809
ENSMUSG00000032422	Snx14	4.19001354390273
ENSMUSG00000032423	Syncrip	-0.467448172425615
ENSMUSG00000032425	Zfp949	1.43412170285807
ENSMUSG00000032431	Crtap	7.78639606983618
ENSMUSG00000032434	Cmtm6	-0.240538408956912
ENSMUSG00000032435	Dync1li1	-2.03598758784778
ENSMUSG00000032436	Cmtm7	1.37539590209455
ENSMUSG00000032437	Stt3b	2.77990050907928
ENSMUSG00000032440	Tgfbr2	-3.82059512788105
ENSMUSG00000032446	Eomes	-5.32445805753855
ENSMUSG00000032449	Slc25a36	0.0906539849283357
ENSMUSG00000032456	Nmnat3	-1.34290273477725
ENSMUSG00000032458	Copb2	4.51563848504609
ENSMUSG00000032459	Mrps22	-1.60230457658522
ENSMUSG00000032462	Pik3cb	-5.49826884845465
ENSMUSG00000032463	Faim	1.0366609561206
ENSMUSG00000032468	Armc8	-2.21753405532195
ENSMUSG00000032469	Dbr1	-7.15856086205405
ENSMUSG00000032470	Mras	-0.358522060068152
ENSMUSG00000032475	Nck1	-7.11410998988855
ENSMUSG00000032477	Cdc25a	-8.412928450475
ENSMUSG00000032478	Nme6	-0.265513165069202
ENSMUSG00000032479	Map4	3.47427698573139
ENSMUSG00000032480	Dhx30	-2.0887818730916
ENSMUSG00000032481	Smarcc1	1.14075422556583
ENSMUSG00000032482	Cspg5	3.27623816487686
ENSMUSG00000032485	Scap	3.26098499513591
ENSMUSG00000032487	Ptgs2	-7.70511063203308
ENSMUSG00000032489	Kif9	2.19128249616274
ENSMUSG00000032491	Nradd	1.6420203638116
ENSMUSG00000032494	Tdgf1	0.808452021682697
ENSMUSG00000032495	Lrrc2	2.4697923539643
ENSMUSG00000032497	Lrrfip2	0.0295616095978301
ENSMUSG00000032498	Mlh1	1.91215095830146
ENSMUSG00000032501	Trib1	-11.6769716438474
ENSMUSG00000032504	Pdcd6ip	3.11573978543195
ENSMUSG00000032507	Fbxl2	1.44069538412387
ENSMUSG00000032508	Myd88	-0.486186403309935
ENSMUSG00000032511	Scn5a	3.08957945093631
ENSMUSG00000032512	Wdr48	-1.45859146129118
ENSMUSG00000032513	Gorasp1	-0.933707792545396
ENSMUSG00000032515	Csrnp1	-8.94626741713531
ENSMUSG00000032517	Mobp	-0.694923151743442
ENSMUSG00000032518	Rpsa	6.6085832700025
ENSMUSG00000032519	Slc25a38	0.594694581290943
ENSMUSG00000032525	Nktr	-1.88288519654399
ENSMUSG00000032526	Ss18l2	-1.52368946985965
ENSMUSG00000032527	Pccb	6.81660352264789
ENSMUSG00000032528	Vipr1	-0.160408805283495
ENSMUSG00000032530	Lyzl4	0.625093983710539
ENSMUSG00000032531	Amotl2	-9.87899702885261
ENSMUSG00000032532	Cck	3.4548031171762
ENSMUSG00000032534	Cep63	-1.06899206138692
ENSMUSG00000032536	Trak1	-2.33400464135977
ENSMUSG00000032540	Abhd5	1.59701090162777
ENSMUSG00000032547	Ryk	3.03774111141347
ENSMUSG00000032548	Slco2a1	1.80905247167797
ENSMUSG00000032549	Rab6b	1.74265368749109
ENSMUSG00000032551	1110059G10Rik	-4.00208001916684
ENSMUSG00000032553	Srprb	1.38273841851768
ENSMUSG00000032554	Trf	4.04020446529036
ENSMUSG00000032555	Topbp1	-1.15005843219385
ENSMUSG00000032557	Uba5	0.657300744162571
ENSMUSG00000032558	Nphp3	0.136790326912555
ENSMUSG00000032560	Dnajc13	1.39954302878677
ENSMUSG00000032561	Acpp	-0.82388388178694
ENSMUSG00000032562	Gnai2	7.0485624239902
ENSMUSG00000032563	Mrpl3	1.4176076984533
ENSMUSG00000032565	Nudt16	1.48302216298997
ENSMUSG00000032567	Aste1	-4.90624851237055
ENSMUSG00000032570	Atp2c1	3.33700536371214
ENSMUSG00000032571	Pik3r4	-0.938595511725786
ENSMUSG00000032575	Manf	3.43515784349959
ENSMUSG00000032577	Mapkapk3	0.128488802854327
ENSMUSG00000032578	Cish	-8.36709557815771
ENSMUSG00000032579	Hemk1	2.58999265028
ENSMUSG00000032580	Rbm5	-5.55335834030107
ENSMUSG00000032582	Rbm6	-1.47432165183702
ENSMUSG00000032583	Mon1a	-2.98822966094636
ENSMUSG00000032584	Mst1r	5.37571843966605
ENSMUSG00000032586	Traip	-3.59000979503134
ENSMUSG00000032589	Bsn	-5.61531788495279
ENSMUSG00000032590	Apeh	1.99125922887647
ENSMUSG00000032591	Mst1	-6.16054038742315
ENSMUSG00000032593	Amigo3	-3.36604554515157
ENSMUSG00000032594	Ip6k1	-1.64998046214126
ENSMUSG00000032596	Uba7	0.750565645081746
ENSMUSG00000032598	Nckipsd	-0.739451633303771
ENSMUSG00000032599	Ip6k2	-5.61391822321624
ENSMUSG00000032601	Prkar2a	1.10148696778409
ENSMUSG00000032602	Slc25a20	4.90829611289638
ENSMUSG00000032604	Qars	4.56835401783208
ENSMUSG00000032606	Nicn1	7.24949739158955
ENSMUSG00000032607	Amt	3.84175240042267
ENSMUSG00000032609	Klhdc8b	1.47947745281412
ENSMUSG00000032611	1700102P08Rik	-1.99097962662361
ENSMUSG00000032612	Usp4	1.9517660026771
ENSMUSG00000032615	Nt5m	-0.983511982727219
ENSMUSG00000032621	Srek1	-1.25365628420272
ENSMUSG00000032623	Oas1d	0.176804422285422
ENSMUSG00000032624	Eml4	-2.68454015056676
ENSMUSG00000032625	Thsd7a	2.91117795269482
ENSMUSG00000032633	Flcn	-5.77307490474869
ENSMUSG00000032637	Atxn2l	0.246757600925859
ENSMUSG00000032640	Chsy1	-3.68768070391643
ENSMUSG00000032641	Gpr19	-2.83528713213887
ENSMUSG00000032643	Fhl3	-4.03164522347709
ENSMUSG00000032648	Pygm	5.16712323519459
ENSMUSG00000032652	Crebl2	-0.307440386724493
ENSMUSG00000032657	Fam189b	-0.240190581754737
ENSMUSG00000032661	Oas3	1.36342283398896
ENSMUSG00000032666	1700025G04Rik	-1.91714330643723
ENSMUSG00000032667	Pon2	0.804949244848464
ENSMUSG00000032673	Prorsd1	-5.45425870413971
ENSMUSG00000032679	Cd59a	4.22778758178892
ENSMUSG00000032688	Malt1	-4.00584501423358
ENSMUSG00000032690	Oas2	-3.92537345753048
ENSMUSG00000032698	Lmo2	-2.56286756216454
ENSMUSG00000032702	Kank1	-3.55004065613464
ENSMUSG00000032705	Exd2	1.82625840224934
ENSMUSG00000032714	Syde1	-6.04093484717226
ENSMUSG00000032715	Trib3	-5.90537004205948
ENSMUSG00000032717	Mdfi	0.107242553152453
ENSMUSG00000032718	Mansc1	-5.52589125046402
ENSMUSG00000032724	Abtb2	-6.55780421677206
ENSMUSG00000032725	Folr2	3.20666077857079
ENSMUSG00000032726	Bmp8a	0.536228442921386
ENSMUSG00000032727	Mier3	-7.41251428693937
ENSMUSG00000032733	Snx33	-6.02911083884835
ENSMUSG00000032735	Ablim3	1.43661672508818
ENSMUSG00000032737	Inppl1	0.46857781654887
ENSMUSG00000032739	Pram1	-0.798904777056418
ENSMUSG00000032740	Ccdc88a	-2.10402893062978
ENSMUSG00000032741	Tpcn1	2.59010065401999
ENSMUSG00000032744	Heyl	-2.69545713729133
ENSMUSG00000032745	Gpbp1	-5.22277524088918
ENSMUSG00000032750	Gab3	-1.64522328558415
ENSMUSG00000032754	Slc8b1	-0.0395844252307025
ENSMUSG00000032757	Bet1	1.4411660035879
ENSMUSG00000032763	Ilvbl	0.191312884672932
ENSMUSG00000032766	Gng11	1.10355482942938
ENSMUSG00000032769	Trpa1	-1.48139813877936
ENSMUSG00000032773	Chrm1	1.74969879963177
ENSMUSG00000032777	Gtf3c1	1.21943514086524
ENSMUSG00000032782	Cntrob	1.74786337007635
ENSMUSG00000032783	Troap	-6.96227837395906
ENSMUSG00000032786	Alas1	-3.07819055290242
ENSMUSG00000032788	Pdxk	1.36805694872377
ENSMUSG00000032796	Lama1	4.19729493164706
ENSMUSG00000032802	Srxn1	-2.0851921996745
ENSMUSG00000032803	Cdv3	-1.76711669236751
ENSMUSG00000032806	Slc10a3	-1.23899891838917
ENSMUSG00000032812	Arap1	2.62777982986964
ENSMUSG00000032815	Fanca	2.57325008072907
ENSMUSG00000032816	Igdcc4	-3.31885294248055
ENSMUSG00000032826	Ank2	0.745165794961783
ENSMUSG00000032827	Ppp1r9a	1.38976827724031
ENSMUSG00000032834	Pwp2	-2.5641492541914
ENSMUSG00000032839	Trpc1	-2.5264126819705
ENSMUSG00000032841	Prr5l	-5.49896770304733
ENSMUSG00000032842	Abcc10	1.46365110600243
ENSMUSG00000032845	Alpk2	3.86004880080799
ENSMUSG00000032846	Zswim6	-9.40979102384865
ENSMUSG00000032849	Abcc4	0.209089691039795
ENSMUSG00000032850	Rnft2	5.70424261135666
ENSMUSG00000032854	Ugt8a	-2.975627876801
ENSMUSG00000032855	Pkd1	-1.56285260761024
ENSMUSG00000032860	P2ry2	-5.62509064812875
ENSMUSG00000032867	Fbxw8	3.07835602834069
ENSMUSG00000032869	Psmf1	2.59980869228452
ENSMUSG00000032870	Smap2	-1.01569595328831
ENSMUSG00000032872	Cyb5r4	3.68682661526793
ENSMUSG00000032875	Arhgef17	-2.64900279100407
